,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,cash,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,information,long_exposure,long_mavg,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,price,price_change,returns,sharpe,short_exposure,short_mavg,short_value,shorts_count,signal,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2020-01-14 23:59:00+00:00,0.27462006373326503,0.1811902932181233,,0.07784375791274267,1.0396246439964325e-17,,0.0,6.241651410723762,6.241651410723762,1174.9486418073989,1174.9486418073989,0.1801902932181233,0.9947157952054292,0.07897220945367285,1174.9486418073989,7646.3055,1174.9486418073989,1,-0.06916286304062619,1.0000412918823296,0.9947157952054292,[],2020-01-14 23:59:00+00:00,2020-01,2020-01-14 00:00:00+00:00,93.31162123690933,1181.1902932181226,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 8810.01}]",8810.01,0.21212592336786254,0.08577392280976784,2.17127638367934,0,8264.472000000002,0,0,,5.223034281533562,6.241651410723762,1081.6370205704895,1081.6370205704895,75,[],0.001
2020-01-15 23:59:00+00:00,0.27279019582435676,0.18271065636374995,,0.07892160167065532,1.0395322288094417e-17,,0.0,6.241651410723762,6.241651410723762,1176.4690049530257,1176.4690049530257,0.18171065636374995,0.9947225879997448,0.07867574072284,1176.4690049530257,7727.276000000001,1176.4690049530257,1,-0.06916286304062619,1.0000412918823296,0.9947225879997448,[],2020-01-15 23:59:00+00:00,2020-01,2020-01-15 00:00:00+00:00,1.5203631456267885,1182.7106563637494,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 8821.41}]",8821.41,0.21369439327043852,0.0012871449709297882,2.17272553071959,0,8389.35,0,0,,5.226191191862139,6.241651410723762,1174.9486418073989,1174.9486418073989,76,[],0.001
2020-01-16 23:59:00+00:00,0.2721348084239614,0.16918742627896344,,0.08000052327232576,1.0394422377060564e-17,,0.0,6.241651410723762,6.241651410723762,1162.9457748682391,1162.9457748682391,0.16818742627896344,0.9946615476095323,0.06842123526933012,1162.9457748682391,7800.539500000002,1162.9457748682391,1,-0.06916286304062619,1.0000412918823296,0.9946615476095323,[],2020-01-16 23:59:00+00:00,2020-01,2020-01-16 00:00:00+00:00,-13.523230084786519,1169.187426278963,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 8720.01}]",8720.01,0.19974326624226252,-0.01143409845174116,2.0121650765931607,0,8529.35,0,0,,4.780129166051139,6.241651410723762,1176.4690049530257,1176.4690049530257,77,[],0.001
2020-01-17 23:59:00+00:00,0.2727113492471875,0.19496291620486783,,0.08108052379559805,1.0393545765431168e-17,,0.0,6.241651410723762,6.241651410723762,1188.7212647941435,1188.7212647941435,0.19396291620486783,0.9947766986522504,0.08310721156631173,1188.7212647941435,7880.396500000001,1188.7212647941435,1,-0.06916286304062619,1.0000412918823296,0.9947766986522504,[],2020-01-17 23:59:00+00:00,2020-01,2020-01-17 00:00:00+00:00,25.775489925904367,1194.9629162048673,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 8913.28}]",8913.28,0.2263343344940928,0.022045644134180458,2.2433400356635196,0,8675.009999999998,0,0,,5.375169792573048,6.241651410723762,1162.9457748682391,1162.9457748682391,78,[],0.001
2020-01-18 23:59:00+00:00,0.27098422973153935,0.19532033490794465,,0.08216160431939357,1.039269155990144e-17,,0.0,6.241651410723762,6.241651410723762,1189.0786834972203,1189.0786834972203,0.19432033490794465,0.9947782604976728,0.08205846535059337,1189.0786834972203,7956.782499999499,1189.0786834972203,1,-0.06916286304062619,1.0000412918823296,0.9947782604976728,[],2020-01-18 23:59:00+00:00,2020-01,2020-01-18 00:00:00+00:00,0.35741870307674617,1195.320334907944,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 8915.95999999}]",8915.95999999,0.2267030625049014,0.00029910443096584717,2.232581168683299,0,8836.133999998001,0,0,,5.34947777070035,6.241651410723762,1188.7212647941435,1188.7212647941435,79,[],0.001
2020-01-19 23:59:00+00:00,0.27328154689636064,0.16674550968278568,,0.08324376592371285,1.0391858912256799e-17,,0.0,6.241651410723762,6.241651410723762,1160.5038582720613,1160.5038582720613,0.16574550968278567,0.9946503746027523,0.06226745140401409,1160.5038582720613,8029.567499999501,1160.5038582720613,1,-0.06916286304062619,1.0000412918823296,0.9946503746027523,[],2020-01-19 23:59:00+00:00,2020-01,2020-01-19 00:00:00+00:00,-28.574825225158975,1166.745509682785,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 8701.7}]",8701.7,0.19722408344259884,-0.02390557944231713,1.9105910749972344,0,8814.471999997999,0,0,,4.346469969013254,6.241651410723762,1189.0786834972203,1189.0786834972203,80,[],0.001
2020-01-20 23:59:00+00:00,0.27201703471834154,0.15883028576235092,,0.08432700968963647,1.0391047016563366e-17,,0.0,6.241651410723762,6.241651410723762,1152.5886343516265,1152.5886343516265,0.15783028576235092,0.9946138347543984,0.056176409250972774,1152.5886343516265,8101.9234999995,1152.5886343516265,1,-0.06916286304062619,1.0000412918823296,0.9946138347543984,[],2020-01-20 23:59:00+00:00,2020-01,2020-01-20 00:00:00+00:00,-7.915223920434755,1158.8302857623503,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 8642.35}]",8642.35,0.18905840899366141,-0.006784019183915049,1.8181854197615013,0,8778.659999997999,0,0,,4.122112116276833,6.241651410723762,1160.5038582720613,1160.5038582720613,81,[],0.001
2020-01-21 23:59:00+00:00,0.27077438260889825,0.17132393659413436,,0.08541133669932588,1.0390255106565905e-17,,0.0,6.241651410723762,6.241651410723762,1165.0822851834098,1165.0822851834098,0.17032393659413436,0.9946712850171298,0.06273915791147458,1165.0822851834098,8178.682499999499,1165.0822851834098,1,-0.06916286304062619,1.0000412918823296,0.9946712850171298,[],2020-01-21 23:59:00+00:00,2020-01,2020-01-21 00:00:00+00:00,12.49365083178327,1171.3239365941336,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 8736.03}]",8736.03,0.20194737921061937,0.010781260194251976,1.9266173665292805,0,8781.863999997997,0,0,,4.374747471279033,6.241651410723762,1152.5886343516265,1152.5886343516265,82,[],0.001
2020-01-22 23:59:00+00:00,0.26949552380100555,0.16416622694274863,,0.08649674803602503,1.0389482453275635e-17,,0.0,6.241651410723762,6.241651410723762,1157.9245755320242,1157.9245755320242,0.16316622694274863,0.994638522174694,0.05723092256316993,1157.9245755320242,8264.514999999501,1157.9245755320242,1,-0.06916286304062619,1.0000412918823296,0.994638522174694,[],2020-01-22 23:59:00+00:00,2020-01,2020-01-22 00:00:00+00:00,-7.15770965138563,1164.166226942748,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 8682.36}]",8682.36,0.19456318801138656,-0.006110785776476276,1.8435931965010568,0,8735.679999997998,0,0,,4.174969843578248,6.241651410723762,1165.0822851834098,1165.0822851834098,83,[],0.001
2020-01-23 23:59:00+00:00,0.2741901373068147,0.1271120430496806,,0.08758324478406099,1.0388728362731853e-17,,0.0,6.241651410723762,6.241651410723762,1120.870391638956,1120.870391638956,0.1261120430496806,0.9944622618051038,0.03295442021147959,1120.870391638956,8317.4929999995,1120.870391638956,1,-0.06916286304062619,1.0000412918823296,0.9944622618051038,[],2020-01-23 23:59:00+00:00,2020-01,2020-01-23 00:00:00+00:00,-37.05418389306806,1127.1120430496799,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 8404.52}]",8404.52,0.15633654961386745,-0.03182894593186848,1.4422054600200083,0,8633.391999999996,0,0,,3.02996085237454,6.241651410723762,1157.9245755320242,1157.9245755320242,84,[],0.001
2020-01-24 23:59:00+00:00,0.2725874465877214,0.13171047473926079,,0.08867082802884485,1.0387992173923025e-17,,0.0,6.241651410723762,6.241651410723762,1125.4688233285365,1125.4688233285365,0.13071047473926078,0.9944847630643678,0.03486829858256718,1125.4688233285365,8371.737499999499,1125.4688233285365,1,-0.06916286304062619,1.0000412918823296,0.9944847630643678,[],2020-01-24 23:59:00+00:00,2020-01,2020-01-24 00:00:00+00:00,4.598431689580366,1131.7104747392602,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 8439.0}]",8439.0,0.16108048314376394,0.0040798354679435185,1.4779910541017955,0,8580.851999999995,0,0,,3.1053140596434963,6.241651410723762,1120.870391638956,1120.870391638956,85,[],0.001
2020-01-25 23:59:00+00:00,0.27191925082132656,0.11858467291534858,,0.08975949885687351,1.0387273256854173e-17,,0.0,6.241651410723762,6.241651410723762,1112.3430215046242,1112.3430215046242,0.11758467291534858,0.9944200456506737,0.02599548888291396,1112.3430215046242,8420.8289999995,1112.3430215046242,1,-0.06916286304062619,1.0000412918823296,0.9944200456506737,[],2020-01-25 23:59:00+00:00,2020-01,2020-01-25 00:00:00+00:00,-13.125801823912298,1118.584672915348,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 8340.58}]",8340.58,0.14753935965152443,-0.01159819769887383,1.339411305832884,0,8520.497999999996,0,0,,2.7908513402500588,6.241651410723762,1125.4688233285365,1125.4688233285365,86,[],0.001
2020-01-26 23:59:00+00:00,0.2755233639088737,0.15518274786472852,,0.09084925835573032,1.0386571010748726e-17,,0.0,6.241651410723762,6.241651410723762,1148.941096454004,1148.941096454004,0.15418274786472852,0.9945968277120992,0.046365959135572885,1148.941096454004,8463.678999999498,1148.941096454004,1,-0.06916286304062619,1.0000412918823296,0.9945968277120992,[],2020-01-26 23:59:00+00:00,2020-01,2020-01-26 00:00:00+00:00,36.59807494937991,1155.1827478647278,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 8615.0}]",8615.0,0.1852954570782707,0.032718198126204405,1.6506597624569523,0,8496.291999999994,0,0,,3.5051708052975896,6.241651410723762,1112.3430215046242,1112.3430215046242,87,[],0.001
2020-01-27 23:59:00+00:00,0.27922723336899274,0.19420140098017247,,0.091940107614086,1.0385884862374022e-17,,0.0,6.241651410723762,6.241651410723762,1187.959749569448,1187.959749569448,0.19320140098017247,0.9947733678711139,0.06640632982902493,1187.959749569448,8501.793499999498,1187.959749569448,1,-0.06916286304062619,1.0000412918823296,0.9947733678711139,[],2020-01-27 23:59:00+00:00,2020-01,2020-01-27 00:00:00+00:00,39.01865311544384,1194.2014009801717,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 8907.57}]",8907.57,0.22554872369201293,0.03377703933647469,1.9566585722112855,0,8541.333999999993,0,0,,4.234944486538302,6.241651410723762,1148.941096454004,1148.941096454004,88,[],0.001
2020-01-28 23:59:00+00:00,0.2900774817106019,0.2564349324064996,,0.09303204772169993,1.0385214264480675e-17,,0.0,6.241651410723762,6.241651410723762,1250.193280995775,1250.193280995775,0.2554349324064996,0.9950322525665783,0.09463304001349157,1250.193280995775,8567.704999999,1250.193280995775,1,-0.06916286304062619,1.0000412918823296,0.9950322525665783,[],2020-01-28 23:59:00+00:00,2020-01,2020-01-28 00:00:00+00:00,62.23353142632709,1256.4349324064988,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 9374.20999999}]",9374.20999999,0.28975142503608164,0.05211309530808397,2.3709863486291547,0,8735.271999997998,0,0,,5.361318841126827,6.241651410723762,1187.959749569448,1187.959749569448,89,[],0.001
2020-01-29 23:59:00+00:00,0.28897215718639363,0.24674195052852088,,0.09412507976942153,1.038455869434686e-17,,0.0,6.241651410723762,6.241651410723762,1240.5002991177962,1240.5002991177962,0.24574195052852088,0.9949936300706992,0.08862023449924676,1240.5002991177962,8641.893499998998,1240.5002991177962,1,-0.06916286304062619,1.0000412918823296,0.9949936300706992,[],2020-01-29 23:59:00+00:00,2020-01,2020-01-29 00:00:00+00:00,-9.69298187797881,1246.74195052852,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 9301.53}]",9301.53,0.27975174148313964,-0.007714670794303262,2.278858943596217,0,8907.777999997998,0,0,,5.135893016304149,6.241651410723762,1250.193280995775,1250.193280995775,90,[],0.001
2020-01-30 23:59:00+00:00,0.2892890231542213,0.2749726935680905,,0.09521920484919089,1.038391765241938e-17,,0.0,6.241651410723762,6.241651410723762,1268.731042157366,1268.731042157366,0.2739726935680905,0.9951044822824745,0.10060177219933446,1268.731042157366,8707.702999998499,1268.731042157366,1,-0.06916286304062619,1.0000412918823296,0.9951044822824745,[],2020-01-30 23:59:00+00:00,2020-01,2020-01-30 00:00:00+00:00,28.23074303956969,1274.9726935680897,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 9513.20999999}]",9513.20999999,0.30887575104117504,0.02264361364242383,2.4681047715513222,0,9142.303999995998,0,0,,5.599348679943108,6.241651410723762,1240.5002991177962,1240.5002991177962,91,[],0.001
2020-01-31 23:59:00+00:00,0.2895187280167382,0.25359158659513437,,0.0963144240540399,1.0383290661044088e-17,,0.0,6.241651410723762,6.241651410723762,1247.3499351844098,1247.3499351844098,0.25259158659513437,0.9950209849224685,0.08883874662948273,1247.3499351844098,8774.3469999985,1247.3499351844098,1,-0.06916286304062619,1.0000412918823296,0.9950209849224685,[],2020-01-31 23:59:00+00:00,2020-01,2020-01-31 00:00:00+00:00,-21.381106972956104,1253.5915865951335,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 9352.89}]",9352.89,0.2868181111494819,-0.016769854821847015,2.2806813958425343,0,9289.881999995998,0,0,,5.08624549603439,6.241651410723762,1268.731042157366,1268.731042157366,92,[],0.001
2020-02-01 23:59:00+00:00,0.2879436349607624,0.25782193036524714,,0.09741073847809378,1.0382677263278908e-17,,0.0,6.241651410723762,6.241651410723762,1251.5802789545226,1251.5802789545226,0.25682193036524714,0.995037730492653,0.08977188233974688,1251.5802789545226,8834.3284999985,1251.5802789545226,1,-0.06916286304062619,1.0000412918823296,0.995037730492653,[],2020-02-01 23:59:00+00:00,2020-02,2020-02-01 00:00:00+00:00,4.230343770112768,1257.8219303652463,"[{'sid': Trading Pair btc_usdt(374465) Exchange: binance, Introduced On: 2017-08-18 00:00:00+00:00, Base Currency: btc, Quote Currency: usdt, Exchange Leverage: 1.0, Minimum Trade Size: 1e-06 Last daily ingestion: 2020-03-09 00:00:00+00:00 Last minutely ingestion: 2020-03-10 00:00:00+00:00, 'amount': 0.13336518821288498, 'cost_basis': 7270.2887957699995, 'last_sale_price': 9384.61}]",9384.61,0.2911823098608602,0.0033745789420960926,2.300255733853632,0,9385.289999995997,0,0,,5.129643714088215,6.241651410723762,1247.3499351844098,1247.3499351844098,93,[],0.001
